,kmeans_id_start,kmeans_id_end,starttime,size,end station latitude,end station longitude,start station latitude,start station longitude
0,0.0,0.0,2020-03-01,26.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
1,0.0,0.0,2020-03-02,30.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
2,0.0,0.0,2020-03-03,32.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
3,0.0,0.0,2020-03-04,24.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
4,0.0,0.0,2020-03-05,17.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
5,0.0,0.0,2020-03-06,17.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
6,0.0,0.0,2020-03-07,20.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
7,0.0,0.0,2020-03-08,27.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
8,0.0,0.0,2020-03-09,40.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
9,0.0,0.0,2020-03-10,21.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
10,0.0,0.0,2020-03-11,30.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
11,0.0,0.0,2020-03-12,24.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
12,0.0,0.0,2020-03-13,30.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
13,0.0,0.0,2020-03-14,27.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
14,0.0,0.0,2020-03-15,27.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
15,0.0,0.0,2020-03-16,22.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
16,0.0,0.0,2020-03-17,20.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
17,0.0,0.0,2020-03-18,20.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
18,0.0,0.0,2020-03-19,20.0,40.70251075587918,-73.90857218266014,40.70251075587918,-73.90857218266014
